epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,26869.5,1.13171,0.75012,2.09861,0.77551,0.82838,0.85721,0.69415,1.03273,0.85802,2.06276,0.0007435,0.0007435,0.0007435
189,27045.3,1.12655,0.76785,2.09121,0.77519,0.82771,0.85838,0.69597,1.0329,0.85754,2.06325,0.000694,0.000694,0.000694
190,27212.7,1.11866,0.73807,2.09402,0.77377,0.82967,0.85858,0.69583,1.03288,0.85774,2.0636,0.0006445,0.0006445,0.0006445
191,27373.7,0.81621,0.45155,1.91451,0.77085,0.82983,0.85802,0.69534,1.033,0.85856,2.0635,0.000595,0.000595,0.000595
192,27533.7,0.80237,0.422,1.89616,0.77791,0.819,0.85811,0.69591,1.03307,0.85827,2.06354,0.0005455,0.0005455,0.0005455
193,27715.8,0.78921,0.39726,1.88872,0.82415,0.77311,0.85847,0.69656,1.03317,0.85822,2.0637,0.000496,0.000496,0.000496
194,27877.5,0.78661,0.40148,1.88562,0.79856,0.8034,0.85826,0.69557,1.03357,0.85788,2.064,0.0004465,0.0004465,0.0004465
195,28037.2,0.77966,0.38784,1.88262,0.79995,0.79194,0.85829,0.69383,1.03405,0.85817,2.06416,0.000397,0.000397,0.000397
196,28215.4,0.77414,0.38957,1.87937,0.78883,0.79666,0.8574,0.6931,1.03415,0.85905,2.06427,0.0003475,0.0003475,0.0003475
197,28379.9,0.77608,0.38279,1.87988,0.78823,0.79591,0.85554,0.69251,1.03411,0.8607,2.06415,0.000298,0.000298,0.000298
198,28541,0.76746,0.37516,1.87492,0.79481,0.80384,0.85813,0.69366,1.03394,0.85957,2.06427,0.0002485,0.0002485,0.0002485
199,28703.7,0.76085,0.36101,1.86792,0.79612,0.80481,0.85921,0.69489,1.03407,0.85878,2.06429,0.000199,0.000199,0.000199
200,28883.1,0.75485,0.36125,1.87104,0.79492,0.80556,0.85943,0.69489,1.03344,0.86006,2.06403,0.0001495,0.0001495,0.0001495
